lat,lng,gid,entidad,objeto,fna,gna,nam,tap,jap,caa,fdc,sag,area
-29.1642303775,-69.4924506887765,374,falso,Área protegida,Reserva Provincial de Biósfera San Guillermo,Reserva Provincial de Biósfera,San Guillermo,2,3,17,SIB/IGN/Decreto Provincial San Juan Nº 2.164/72,IGN,9467763
-25.590763312,-54.1585677719636,109,falso,Área protegida,Reserva Natural Silvestre Alto Iguazu,Reserva Natural Silvestre,Alto Iguazu,2,3,17,,MAyDS,655
-25.7043100559999,-54.5309445382912,110,falso,Área protegida,Parque Provincial Puerto Península,Parque Provincial,Puerto Península,1,3,17,SIB/IGN/Ley Provincial Nº 4.047/2004,IGN,69853
-26.934023166,-54.2387102660685,112,falso,Área protegida,Reserva Forestal Guaraní,Reserva Forestal,Guaraní,2,3,17,SIB/IGN/Decreto-Ley Provincial Nº 26/1975,IGN,52155
-36.7596873815,-56.9712892623515,116,falso,Área protegida,Reserva Natural Provincial de Uso Múltiple Laguna Salada Grande,Reserva Natural Provincial de Uso Múltiple,Laguna Salada Grande,2,3,17,SIB/IGN/Ley Provincial Nº 12.594,IGN,2859775
-26.992907434,-54.1935040529174,113,falso,Área protegida,Reserva Natural y Cultural Papel Misionero,Reserva Natural y Cultural,Papel Misionero,2,3,17,SIB/IGN/Ley Provincial Nº 3256/1995,IGN,104807
-33.8842911184999,-59.0271424335704,114,falso,Área protegida,Reserva Natural Provincial de Uso Múltiple Isla Botija,Reserva Natural Provincial de Uso Múltiple,Isla Botija,2,3,17,SIB/IGN/Decreto Provincial Nº 5.421/1958,IGN,48267
-35.7246827985,-57.3701096384338,115,falso,Área protegida,Reserva Natural Provincial Integral y de Objetivo Definido Bahía de Samborombón,Reserva Natural Provincial Integral y de Objetivo,Bahía de Samborombón,2,3,17,SIB/IGN/Ley Provincial Nº 12.016/1997,IGN,3990013
-27.317527543,-58.9507117146234,153,falso,Área protegida,Reserva Natural Educativa Colonia Benítez,Reserva Natural Educativa,Colonia Benítez,2,2,17,SIB/IGN/Decreto Nacional Nº 2.149/1990,IGN,75
-25.4388575945,-61.8172434676966,202,falso,Área protegida,Parque Natural Provincial Loro Hablador,Parque Natural Provincial,Loro Hablador,1,3,17,IDE CHACO/IGN/SIB/Decreto Provincial Nº 2.387/1998,IGN,190862
-38.8046914265,-64.8600444669238,117,falso,Área protegida,Reserva Natural Pichi Mahuida,Reserva Natural,Pichi Mahuida,2,3,17,SIB/IGN/Decreto Provincial Nº 417/1974,IGN,70207
-25.6821054929999,-54.4759480563364,118,falso,Área protegida,Reserva Nacional Iguazú,Reserva Nacional,Iguazú,2,2,17,SIB/IGN/Ley Nacional Nº 12.103/1934,IGN,71884
-27.1252035675,-55.5611253363582,120,falso,Área protegida,Reserva Natural Íctica Corpus,Reserva Natural Íctica,Corpus,2,3,17,SIB/IGN/Decreto Provincial Nº 3.271/1979,IGN,8731
-27.477359094,-55.091968523076,121,falso,Área protegida,Refugio Privado de Vida Silvestre Chachi,Refugio Privado de Vida Silvestre,Chachi,2,5,3,SIB/IGN/Convenio Propietario/Fundación,IGN,178
-25.6465600534999,-54.2842373224101,119,falso,Área protegida,Parque Nacional Iguazú,Parque Nacional,Iguazú,1,2,17,SIB/IGN/Ley Nacional Nº 12.103/1934,IGN,513122
-25.594299071,-54.5769659181938,122,falso,Área protegida,Parque Natural Municipal Luis Honorio Rolón,Parque Natural Municipal,Luis Honorio Rolón,1,4,17,SIB/IGN/Ordenanza Municipal Nº 27-20/1996,IGN,134
-26.9502222465,-54.5485859269615,123,falso,Área protegida,Reserva Privada La Ponderosa,Reserva Privada,La Ponderosa,2,5,3,SIB/IGN/Decreto Provincial Nº 1.371/2002,IGN,1989
-25.602309165,-54.1543969183165,124,falso,Área protegida,Parque Provincial Yacuy,Parque Provincial,Yacuy,1,3,17,SIB/IGN/SIB/IGN/Ley Provincial Misiones Nº 2876,IGN,3361
-26.537453193,-58.2261647228749,125,falso,Área protegida,Reserva de Pesca Boca de la Laguna Herradura,Reserva de Pesca,Boca de la Laguna Herradura,2,3,17,SIB/IGN/Ministerio de la Producción y Ambiente Pcial.,IGN,1146
-31.33536134,-60.6382843363189,177,falso,Área protegida,Reserva Privada de Uso Múltiple Estancia Santa Catalina,Reserva Privada de Uso Múltiple,Estancia Santa Catalina,2,5,3,,MAyDS,10143
-26.6547746725,-58.2652184622939,126,falso,Área protegida,Reserva de Pesca Arroyo Ramírez,Reserva de Pesca,Arroyo Ramírez,2,3,17,SIB/IGN/Ministerio de la Producción y Ambiente Pcial.,IGN,1867
-27.4888018559999,-56.8724760401654,128,falso,Área protegida,Reserva Natural Provincial Apipé Grande,Reserva Natural Provincial,Apipé Grande,2,3,17,SIB/IGN/Ley Provincial Nº 4.788/1994,IGN,47436
-49.0871352539999,-72.9177846515,129,falso,Área protegida,Reserva Provincial Lago del Desierto,Reserva Provincial,Lago del Desierto,2,3,17,SIB/IGN/Ley Provincial Nº Ley Nº 2.820,IGN,561950
-54.5089276885,-67.2853193751764,130,falso,Área protegida,Reserva Provincial de Uso Múltiple Laguna Negra,Reserva Provincial de Uso Múltiple,Laguna Negra,2,3,17,SIB/IGN/Ley Provincial Nº 599,IGN,13394
-49.6641246649999,-71.3227081405544,188,falso,Área protegida,Reserva Natural Provincial Bosque Petrificado Ea. La Urbana,Reserva Natural Provincial,Bosque Petrificado Ea. La Urbana,2,4,17,,MAyDS,320789
-54.6046726539999,-67.2761423087581,131,falso,Área protegida,Reserva Provincial de Uso Múltiple Río Valdez,Reserva Provincial de Uso Múltiple,Río Valdez,2,3,17,SIB/IGN/Ley Provincial Nº 600/2003,IGN,27428
-30.7514549755,-58.9195636960612,132,falso,Área protegida,Reserva de Uso Múltiple El Gato y Lomas Limpias,Reserva de Uso Múltiple,El Gato y Lomas Limpias,2,3,17,SIB/IGN/Ley Provincial Nº 9.706/2006,IGN,997755
-31.838341397,-60.5248842446154,133,falso,Área protegida,Reserva de Uso Múltiple Escuela Rural Juan B. Alberdi,Reserva de Uso Múltiple,Escuela Rural Juan B. Alberdi,2,3,17,SIB/IGN/Resolución Subsecretaría de Asuntos Agrarios 37/1992,IGN,150
-31.7439426625,-60.3279641693699,134,falso,Área protegida,Parque Escolar Rural Enrique Berduc - Parque General San Martín,Parque Escolar Rural,Enrique Berduc - Parque General San Martín,1,3,17,SIB/IGN/Ley Provincial Nº Ley N° 8.967,IGN,5639
-33.1279335,-63.5607207130702,135,falso,Área protegida,Reserva Natural de Fauna Laguna La Felipa,Reserva Natural de Fauna,Laguna La Felipa,2,3,17,SIB/IGN/Decreto Reglamentario Nº 3.610/1986,IGN,12761
-32.2754994834999,-60.7043255605843,199,falso,Área protegida,Parque Nacional Islas de Santa Fe,Parque Nacional,Islas de Santa Fe,1,2,17,SIB/IGN/Ley Nacional Nº 26.648/2010,IGN,35210
-25.1460201739999,-61.6876243244984,203,falso,Área protegida,Parque Natural Provincial Fuerte Esperanza,Parque Natural Provincial,Fuerte Esperanza,1,3,17,IDE CHACO/IGN/SIB,IGN,104911
-30.078606352,-63.9399095658053,136,falso,Área protegida,Reserva Cultural y Natural Cerro Colorado,Reserva Cultural y Natural,Cerro Colorado,2,3,17,SIB/IGN/Decreto-Ley Provincial Nº 2.821/1992,IGN,28154
-31.1521405955,-64.3845138797269,137,falso,Área protegida,Reserva Hídrica Natural La Quebrada,Reserva Hídrica Natural,La Quebrada,2,3,17,SIB/IGN/Decreto Reglamentario Nº 5.620/1987,IGN,42186
-31.6858325,-64.807798310999,138,falso,Área protegida,Reserva Hídrica Provincial Pampa de Achala,Reserva Hídrica Provincial,Pampa de Achala,2,3,17,SIB/IGN/Decreto Provincial Nº 361/1999,IGN,1544801
-31.370377415,-65.4433428235102,139,falso,Área protegida,Parque Natural Provincial y Reserva Forestal Chancaní,Parque Natural Provincial y Reserva Forestal,Chancaní,1,3,17,SIB/IGN/Decreto Reglamentario Nº 6.573/1986,IGN,50043
-37.128165825,-70.5999230761248,140,falso,Área protegida,Monumento Natural Provincial Cañada Molina,Monumento Natural Provincial,Cañada Molina,3,3,17,SIB/IGN/Decreto Provincial Nº 2.356/1993,IGN,1702
-48.4454694274999,-72.1099514400647,141,falso,Área protegida,Reserva Provincial Tucu - Tucu,Reserva Provincial,Tucu - Tucu,2,3,17,SIB/IGN/Ley Provincial Nº 2.905/2006,IGN,1824571
-49.477217602,-71.5902387889958,142,falso,Área protegida,Reserva Provincial Pinturas Rupestres Río Chalia o Shehuen,Reserva Provincial,Pinturas Rupestres Río Chalia o Shehuen,2,3,17,SIB/IGN/Ley Provincial Nº 2.975/2007,IGN,132457
-51.8369901424999,-70.57033440493,143,falso,Área protegida,Monumento Natural Provincial Bloque Errático,Monumento Natural Provincial,Bloque Errático,3,3,17,SIB/IGN/Ley Provincial Nº 3.070,IGN,26283
-52.0337661945,-69.6190319222499,144,falso,Área protegida,Reserva Provincial Geológica Laguna Azul,Reserva Provincial Geológica,Laguna Azul,2,3,17,SIB/IGN/Ley Provincial Nº 2.828,IGN,13034
-47.4081079004999,-71.1626713061621,154,falso,Área protegida,Parque Nacional Patagonia,Parque Nacional,Patagonia,1,2,17,SIB/IGN/Ley Nacional Nº 27.081/2015,IGN,524093
-46.8507468419999,-67.8419361497327,145,falso,Área protegida,Reserva Hidrogeológica Meseta Espinosa y El Cordón,Reserva Hidrogeológica,Meseta Espinosa y El Cordón,2,3,17,SIB/IGN/Ley Provincial Nº 2.185,IGN,2635015
-25.9697517929999,-58.1600619249461,146,falso,Área protegida,Centro Biológico de Fauna Silvestre Pilagá - Zoo,Centro Biológico de Fauna Silvestre,Pilagá - Zoo,2,3,17,SIB/IGN/Decreto Provincial Nº 908/1969,IGN,5957
-25.609613537,-58.4524176129819,147,falso,Área protegida,Reserva de Caza Laguna Hú,Reserva de Caza,Laguna Hú,2,3,17,SIB/IGN/Decreto Provincial Nº 2.738/1970/IGN 2557 III,IGN,14308
-24.7879083504999,-58.9389929420083,148,falso,Área protegida,Reserva de Caza de Fauna Silvestre Agua Dulce,Reserva de Caza,Agua Dulce,2,3,17,SIB/IGN/Decreto Provincial Nº 2.192/1970,IGN,79300
-40.6535253995,-66.19113978475,149,falso,Área protegida,Monumento Natural Bosque Petrificado Valcheta,Monumento Natural,Bosque Petrificado Valcheta,3,3,17,SIB/IGN/Ley Provincial Nº 3.689/2002,IGN,1641
-27.591269493,-56.6971019010712,150,falso,Área protegida,Parque Municipal Zanjón de Loreto,Parque Municipal,Zanjón de Loreto,1,4,17,SIB/IGN/Ordenanza Municipal Nº 22/1999,IGN,12119
-27.3646047114999,-58.8495240682371,151,falso,Área protegida,Sitio Ramsar Humedales Chaco,Sitio Ramsar,Humedales Chaco,2,2,17,SIB/IGN/Ramsar,IGN,4825488
-47.6379433684999,-72.2819886324636,152,falso,Área protegida,Reserva Provincial San Lorenzo,Reserva Provincial,San Lorenzo,2,3,17,SIB/IGN/Ley Provincial Nº 2.334/1993,IGN,213348
-28.0196689185,-58.0732316401245,156,falso,Área protegida,Parque Nacional Mburucuyá,Parque Nacional,Mburucuyá,1,2,17,SIB/IGN/Ley Nacional Nº 25.447/2001,IGN,177189
-28.9087829599999,-60.1891702286724,158,falso,Área protegida,Reserva Natural de la Defensa Campo Garabato,Reserva Natural de la Defensa,Campo Garabato,2,2,17,SIB/IGN/Protocolo adicional Nº 06/2012,IGN,26548
-26.570385824,-65.2069945981408,159,falso,Área protegida,Reserva Natural Aguas Chiquitas,Reserva Natural,Aguas Chiquitas,2,3,17,EDAMET/IGN/Decreto Provincial Nº 901/1982,IGN,33448
-31.7155633195,-60.5215478776094,161,falso,Área protegida,Reserva Islote Municipal,Reserva,Islote Municipal,2,4,17,SIB/IGN/Decreto Municipal Nº 1.561/1995,IGN,163
-33.6950320934999,-61.4802040118238,170,falso,Área protegida,Sitio Ramsar Humedal Laguna Melincue,Sitio Ramsar,Humedal Laguna Melincue,2,2,17,,MAyDS,937277
-31.226930955,-60.1653413796782,178,falso,Área protegida,Parque Natural Provincial Cayastá,Parque Natural Provincial,Cayastá,1,3,17,,MAyDS,3702
-31.2145511199999,-60.1583293079434,179,falso,Área protegida,Parque Arqueológico Santa Fe la Vieja,Parque Arqueológico,Santa Fe la Vieja,1,3,-1,,MAyDS,980
-27.0274938285,-65.7692033887051,160,falso,Área protegida,Reserva Natural de la Defensa Quebrada del Portugués,Reserva Natural de la Defensa,Quebrada del Portugués,2,2,17,SIB/IGN/Protocolo Adicional Nº 9/2014,IGN,241877
-27.496835705,-58.7180619576367,171,falso,Área protegida,Reserva Natural Provincial Laguna Brava,Reserva Natural Provincial,Laguna Brava,2,4,17,,MAyDS,798
-54.8087909585,-68.2122870209618,162,falso,Área protegida,Reserva Cultural y Natural Playa Larga,Reserva Cultural y Natural,Playa Larga,2,3,17,SIB/IGN/Ley Provincial Nº 384/1997,IGN,632
-25.6292636215,-61.6781161929965,163,falso,Área protegida,Reserva Provincial La Pirámide,Reserva Provincial,La Pirámide,2,3,17,IDE Chaco/IGN/Mapa Pcial. IGN,IGN,67269
-34.5386470405,-58.4437413493414,166,falso,Área protegida,Reserva Ecológica Ciudad Universitaria - Costanera Norte,Reserva Ecológica,Ciudad Universitaria - Costanera Norte,2,4,17,IGN/Ley Nº 4.467 Legislatura Ciudad Autónoma de Buenos Aires,IGN,219
-26.3100796574999,-58.802766192905,167,falso,Área protegida,Reserva Ecológica El Bagual,Reserva Ecológica,El Bagual,2,5,3,SIB/IGN/Convenio Propietario - Aves Argentinas,IGN,32249
-28.5368438635,-57.1586352939792,168,falso,Área protegida,Sitios Ramsar Lagunas y Esteros del Iberá,Sitio Ramsar,Lagunas y Esteros del Iberá,2,2,17,,MAyDS,223389
-30.797612825,-60.6386497923723,180,falso,Área protegida,Reserva Municipal San Justo,Reserva Municipal,San Justo,2,4,17,,MAyDS,140
-29.1191880034999,-59.2757050591214,164,falso,Área protegida,Reserva Natural Municipal Isla de las Damas,Reserva Natural Municipal,Isla de las Damas,2,4,17,SIB/IGN/Ordenanza Municipal Nº 1.316,IGN,14345
-50.3249292,-72.2692766277542,165,falso,Área protegida,Reserva Ecológica Municipal Laguna Nimez,Reserva Ecológica Municipal,Laguna Nimez,2,4,17,IGN/Portal web oficial de la municipalidad,IGN,565
-33.5125139549999,-61.9094590386213,173,falso,Área protegida,Reserva Hídrica Natural Arroyo Saladillo	,Reserva Hídrica Natural,Arroyo Saladillo,2,3,17,,MAyDS,1879966
-33.7041197304999,-61.142920523288,174,falso,Área protegida,Reserva Hídrica Natural Arroyo Sauce-Pavón,Reserva Hídrica Natural,Arroyo Sauce-Pavón,2,3,17,,MAyDS,799576
-32.0137067699999,-61.4142418893422,175,falso,Área protegida,Reserva Privada de Uso Múltiple Federico Wildermuth,Reserva Privada de Uso Múltiple,Federico Wildermuth,2,5,3,,MAyDS,16481
-31.3852352,-60.916275359601,176,falso,Área protegida,Reserva Universitaria de Recursos Granja Esperanza,Reserva Universitaria de Recursos,Granja Esperanza,2,-1,-1,,MAyDS,654
-26.1902069319999,-60.051841425428,204,falso,Área protegida,Parque Natural Provincial Pampa del Indio,Parque Natural Provincial,Pampa del Indio,1,3,17,SIB/IGN/Decreto Provincial Nº 2.192/1970,IGN,222862
-30.17668197,-61.0058776927724,181,falso,Área protegida,Reserva Natural Manejada El Fisco,Reserva Natural Manejada,El Fisco,2,2,17,,MAyDS,15932
-29.88851508,-59.6818017796949,182,falso,Área protegida,Parque Natural Provincial Del Medio - Los Caballos,Parque Natural Provincial,Del Medio - Los Caballos,1,3,17,,MAyDS,16000
-28.7785843799999,-61.0961907596672,183,falso,Área protegida,Reserva Privada de Uso Múltiple Isleta Linda,Reserva Privada de Uso Múltiple,Isleta Linda,2,5,3,,MAyDS,222381
-29.31925,-60.2328818695374,184,falso,Área protegida,Reserva Natural Manejada Potrero 7b,Reserva Natural Manejada,Potrero 7b,2,2,17,,MAyDS,20149
-28.8135416499999,-60.29841665,185,falso,Área protegida,Reserva Natural La Loca,Reserva Natural,La Loca,2,2,17,,MAyDS,21754
-50.23684311,-72.18369822,186,falso,Área protegida,Área de Uso Limitado Bajo Protección Especial Isla Solitaria,Área de Uso Limitado Bajo Protección Especial,Isla Solitaria,2,3,17,,MAyDS,68904
-46.666330445,-71.4805406541474,187,falso,Área protegida,Reserva Natural Silvestre La Ascensión,Reserva Natural Silvestre,La Ascensión,2,2,17,,MAyDS,145765
-35.0148469124999,-68.8148123402981,266,falso,Área protegida,Reserva Natural Laguna La Salina,Reserva Natural,Laguna La Salina,2,3,17,SIB/IGN/Ley Provincial Nº 6.965,IGN,36872
-25.0034366594999,-61.1100172826643,198,falso,Área protegida,Parque Nacional El Impenetrable,Parque Nacional,El Impenetrable,1,2,17,SIB/IGN/Ley Nacional Nº 26.996/2014,IGN,1278233
-26.8599021064999,-58.3916692504409,205,falso,Área protegida,Reserva de Pesca Boca del Río Bermejo,Reserva de Pesca,Boca del Río Bermejo,2,3,17,SIB/IGN/Ministerio de la Producción y Ambiente Pcial.,IGN,3458
-49.216305625,-73.0905006495744,189,falso,Área protegida,Reserva Natural Silvestre Piedra del Fraile,Reserva Natural Silvestre,Piedra del Fraile,2,2,17,,MAyDS,44829
-23.7922596905,-61.1386707109412,190,falso,Área protegida,Reserva Natural Provincial Bañado la Estrella,Reserva Natural Provincial,Bañado la Estrella,2,3,17,SIB/IGN/Ley Provincial Nº 1.471,IGN,3732850
-31.943918386,-58.1643650495378,191,falso,Área protegida,Sitio Ramsar Palmar Yatay,Sitio Ramsar,Palmar Yatay,2,2,17,SIB/IGN/Ramsar,IGN,225672
-30.9677915609999,-64.3057515051554,192,falso,Área protegida,Reserva Natural de la Defensa Ascochinga,Reserva Natural de la Defensa,Ascochinga,2,2,17,SIB/IGN/Protocolo adicional Nº 10/2014,IGN,33973
-26.3718304544999,-58.2670239468556,193,falso,Área protegida,Reserva de Biósfera Laguna Oca del Río Paraguay,Reserva de Biósfera,Laguna Oca del Río Paraguay,2,3,17,SIB/IGN/Sitio web de la gobernación de Formosa,IGN,1014276
-46.99857992,-71.3490772964913,200,falso,Área protegida,Reserva Natural Silvestre Patagonia,Reserva Natural Silvestre,Patagonia,2,2,17,,MAyDS,385440
-47.6394503885,-72.1160442027335,201,falso,Área protegida,Reserva Natural Silvestre El Rincón,Reserva Natural Silvestre,El Rincón,2,2,17,,IGN,150005
-24.233732535,-61.7434443741381,194,falso,Área protegida,Reserva de Biósfera Riacho Teuquito,Reserva de Biósfera,Riacho Teuquito,2,3,17,SIB/IGN/UNESCO,IGN,896943
-30.9804704709999,-65.6772083466916,195,falso,Área protegida,Parque Nacional Traslasierra,Parque Nacional,Traslasierra,1,2,17,SIB/IGN/Ley Nacional Nº 27.435/2018,IGN,278364
-34.8992413319999,-64.8359127040824,196,falso,Área protegida,Reserva Forestal Natural Estancia Ralicó,Reserva Forestal Natural,Estancia Ralicó,2,3,17,SIB/IGN/Decreto Provincial N° 1.418/2004,IGN,152479
-24.2717236425,-61.8153923275344,197,falso,Área protegida,Reserva Natural Formosa,Reserva Natural,Formosa,2,2,17,SIB/IGN/Ley Nacional Nº 17.916/1968,IGN,89984
-26.720306951,-65.3799711369983,207,falso,Área protegida,Parque Universitario Sierra de San Javier,Parque Universitario,Sierra de San Javier,1,3,17,EDAMET/IGN/Resolución Universitaria 1.030/1973,IGN,121282
-26.9118289419999,-65.7036590890377,208,falso,Área protegida,Reserva Natural Estricta La Angostura,Reserva Natural Estricta,La Angostura,2,3,17,SIB/IGN/Decreto Provincial Nº 736/3/1996,IGN,16717
-27.1008960114999,-65.6035528466366,209,falso,Área protegida,Reserva Natural Los Sosa,Reserva Natural,Los Sosa,2,3,17,SIB/IGN/Ley Provincial Nº 1.929/1940,IGN,26998
-27.1102646969999,-65.8922270597658,210,falso,Área protegida,Parque Provincial La Florida,Parque Provincial,La Florida,1,3,17,RIDES/SIB/IGN/Ley Provincial Nº 1.646/1936,IGN,139621
-48.4174081164999,-71.2149444233068,217,falso,Área protegida,Reserva Provincial Meseta Lago Strobel,Reserva Provincial,Meseta Lago Strobel,2,3,17,SIB/IGN/Ley Provincial Nº 2.905/2006,IGN,121268
-27.0191213069999,-65.8055929468748,211,falso,Área protegida,Reserva Natural Quebrada del Portugués,Reserva Natural,Quebrada del Portugués,2,3,17,,MAyDS,76903
-27.45387257,-65.8533845301523,212,falso,Área protegida,Reserva Natural Santa Ana,Reserva Natural,Santa Ana,2,3,17,RIDES/SIB/IGN/Ley Provincial Nº 2.439/1940,IGN,172610
-50.3827320474999,-71.5131948370476,218,falso,Área protegida,Reserva Natural de Interés Provincial Los Escarchados,Reserva Natural de Interés Provincial,Los Escarchados,2,3,17,SIB/IGN/Decreto Provincial Nº 198,IGN,21036
-51.5268970385,-72.0299366404454,219,falso,Área protegida,Reserva Provincial Punta Gruesa,Reserva Provincial,Punta Gruesa,2,3,17,SIB/IGN/Ley Provincial Nº 2.639,IGN,23171
-51.6445312495,-69.0402345248941,220,falso,Área protegida,Reserva Provincial Aves Migratorias,Reserva Provincial,Aves Migratorias,2,3,17,IGN/Ley Provincial Nº 2.583/2001,IGN,58548
-47.6748980025,-68.2112034576114,228,falso,Área protegida,Parque Nacional Bosques Petrificados de Jaramillo,Parque Nacional,Bosques Petrificados de Jaramillo,1,2,17,SIB/IGN/Decreto Nacional Nº 7.252/1954,IGN,634930
-50.244513259,-68.9625983567494,229,falso,Área protegida,Reserva Nacional Monte León,Reserva Nacional,Monte León,2,2,17,SIB/IGN/Ley Nacional Nº 25.945/2004,IGN,65516
-30.0047040999999,-64.8888327704099,214,falso,Área protegida,Reserva Provincial de Uso Múltiple Salinas Grandes,Reserva Provincial de Uso Múltiple,Salinas Grandes,2,3,17,SIB/IGN/Decreto Provincial Nº 464/2003,IGN,2220773
-30.058672677,-64.9466050936472,215,falso,Área protegida,Refugio de Vida Silvestre Monte de las Barrancas,Refugio de Vida Silvestre,Monte de las Barrancas,2,3,17,SIB/IGN/Decreto Reglamentario Nº 1.222/1988,IGN,76518
-47.118441956,-70.6876796801465,216,falso,Área protegida,Patrimonio Mundial Cultural de la Humanidad Cueva de las Manos del Río Pinturas,Patrimonio Mundial Cultural de la Humanidad,Cueva de las Manos del Río Pinturas,2,3,17,SIB/IGN/UNESCO,IGN,101670
-31.6687528439999,-64.7702441390781,221,falso,Área protegida,Parque Nacional Quebrada del Condorito,Parque Nacional,Quebrada del Condorito,1,2,17,SIB/IGN/Ley Nacional Nº 24.749/1996,IGN,245790
-31.7983672095,-64.8065054998652,222,falso,Área protegida,Reserva Nacional Quebrada del Condorito,Reserva Nacional,Quebrada del Condorito,2,2,17,SIB/IGN/Ley Nacional Nº 24.749/1996,IGN,108030
-47.8633770275,-72.0152522729832,224,falso,Área protegida,Reserva Nacional Perito Moreno,Reserva Nacional,Perito Moreno,2,2,17,SIB/IGN/Decreto Nacional Nº 105.433/1937,IGN,320022
-49.97723262,-73.402908018618,225,falso,Área protegida,Parque Nacional Los Glaciares,Parque Nacional,Los Glaciares,1,2,17,SIB/IGN/Decreto Nacional Nº 105433/1937,IGN,5336408
-49.7443512909999,-72.9636982870858,226,falso,Área protegida,Reserva Nacional Los Glaciares,Reserva Nacional,Los Glaciares,2,2,17,SIB/IGN/Decreto Nacional Nº 105433/1937,IGN,1898269
-28.4566775629999,-57.7240403669653,232,falso,Área protegida,Parque Nacional Iberá-Núcleo Carambola,Parque Nacional,Iberá-Núcleo Carambola,1,2,17,IGN/Ley Nacional Nº 27481/2018,IGN,103123
-28.1199592695,-57.2892271059506,233,falso,Área protegida,Parque Nacional Iberá - Núcleo San Nicolás/San Alonso,Parque Nacional,Iberá - Núcleo San Nicolás/San Alonso,1,2,17,IGN/Ministerio de Ambiente,IGN,1070780
-54.746180879,-68.3289954339522,243,falso,Área protegida,Sitio Ramsar Glaciar Vinciguerra y Turberas Asociadas,Sitio Ramsar,Glaciar Vinciguerra y Turberas Asociadas,2,2,17,SIB/IGN/RAMSAR,IGN,27595
-27.920347458,-56.9384673440787,234,falso,Área protegida,Parque Nacional Iberá - Núcleo Cambyretá,Parque Nacional,Iberá - Núcleo Cambyretá,1,2,17,IGN/Ministerio Ambiente,IGN,234818
-28.7501367595,-59.2964948272657,231,falso,Área protegida,Sitio Ramsar Jaaukanigás,Sitio Ramsar,Jaaukanigás,2,2,17,SIB/IGN/Ramsar,IGN,4406042
-54.625225227,-68.477737997949,241,falso,Área protegida,Reserva Corazón de la Isla,Reserva,Corazón de la Isla,2,3,17,SIB/IGN/Ley Provincial Nº 494/2000,IGN,1717655
-54.6600267169999,-68.4770153848728,242,falso,Área protegida,Parque Nacional Tierra del Fuego,Parque Nacional,Tierra del Fuego,1,2,17,SIB/IGN/Ley Nacional Nº 15.554/1960,IGN,699878
-27.2919553609999,-58.6359717706272,235,falso,Área protegida,Reserva Provincial Isla del Cerrito,Reserva Provincial,Isla del Cerrito,2,3,17,SIB/IGN,IGN,121896
-29.1342390659999,-59.4128611029411,236,falso,Área protegida,Reserva Natural de la Defensa Isla El Tala,Reserva Natural de la Defensa,Isla El Tala,2,2,17,SIB/IGN/APN,IGN,69292
-32.140995261,-60.6471043294149,237,falso,Área protegida,Parque Nacional Pre-Delta,Parque Nacional,Pre-Delta,1,2,17,SIB/IGN/Ley Nacional Nº 24.063/1992,IGN,26787
-24.678334376,-64.6163468102867,244,falso,Área protegida,Parque Nacional El Rey,Parque Nacional,El Rey,1,2,17,SAyDS/IGN04/SIB,IGN,398197
-24.161521407,-65.3097008577346,245,falso,Área protegida,Parque Botánico Municipal Barón Carlos María Schuel,Parque Botánico Municipal,Barón Carlos María Schuel,1,4,17,IGN04/Proyungas,IGN,155
-41.2994695949999,-66.8852152660776,261,falso,Área protegida,Área Natural Protegida Meseta de Somuncurá,Área Natural Protegida,Meseta de Somuncurá,2,3,17,SIB/IGN/Decreto Provincial Nº 356/1986,IGN,16158072
-31.0514429604999,-69.1389393331056,255,falso,Área protegida,Reserva de Uso Múltiple Don Carmelo,Reserva de Uso Múltiple,Don Carmelo,2,5,3,SIB/IGN/Red Argentina de Reservas Naturales Privadas,IGN,399691
-31.877126215,-58.2629895548352,238,falso,Área protegida,Parque Nacional El Palmar,Parque Nacional,El Palmar,1,2,17,SIB/IGN/Ley Nacional Nº 16.802/1966,IGN,84978
-26.3716535459999,-67.2494690376924,239,falso,Área protegida,Sitio Ramsar Lagunas Altoandinas y Puneñas de Catamarca,Sitio Ramsar,Lagunas Altoandinas y Puneñas de Catamarca,2,2,17,MAyDS,,10823997
-26.7017392585,-67.6763048098376,240,falso,Área protegida,Area Natural Protegida Campo de Piedra Pómez,Area Natural Protegida,Campo de Piedra Pómez,2,3,17,,MAyDS,754497
-24.189752941,-65.3035240327816,246,falso,Área protegida,Reserva Natural Municipal Río Xibi - Xibi,Reserva Natural Municipal,Río Xibi - Xibi,2,4,17,IGN04/Proyungas,IGN,331
-23.2938894165,-66.0866959245272,247,falso,Área protegida,Reserva Municipal Natural y Cultural de Barrancas,Reserva Municipal Natural y Cultural,de Barrancas,2,4,17,IGN04/Proyungas/Legislatura de la Pcia.,IGN,16455
-25.0559901304999,-65.7101846885546,248,falso,Área protegida,Reserva Permanente Lote 5B Carabajal,Reserva Permanente,Lote 5B Carabajal,2,3,17,SIB/IGN/Portal Web Oficial Prensa Salta,IGN,10995
-38.8318980915,-71.0911675438709,254,falso,Área protegida,Reserva Forestal Batea Mahuida,Reserva Forestal,Batea Mahuida,2,3,17,SIB/IGN/Decreto Provincial Nº 1.446/1996,IGN,20428
